p,gap,res_mod30,next_res_mod30
13187,30,17,17
13217,2,17,19
13219,10,19,29
13229,12,29,11
13241,8,11,19
13249,10,19,29
13259,8,29,7
13267,24,7,1
13291,6,1,7
13297,12,7,19
13309,4,19,23
13313,14,23,7
13327,4,7,11
13331,6,11,17
13337,2,17,19
13339,28,19,17
13367,14,17,1
13381,16,1,17
13397,2,17,19
13399,12,19,1
13411,6,1,7
13417,4,7,11
13421,20,11,1
13441,10,1,11
13451,6,11,17
13457,6,17,23
13463,6,23,29
13469,8,29,7
13477,10,7,17
13487,12,17,29
13499,14,29,13
13513,10,13,23
13523,14,23,7
13537,16,7,23
13553,14,23,7
13567,10,7,17
13577,14,17,1
13591,6,1,7
13597,16,7,23
13613,6,23,29
13619,8,29,7
13627,6,7,13
13633,16,13,29
13649,20,29,19
13669,10,19,29
13679,2,29,1
13681,6,1,7
13687,4,7,11
13691,2,11,13
13693,4,13,17
13697,12,17,29
13709,2,29,1
13711,10,1,11
13721,2,11,13
13723,6,13,19
13729,22,19,11
13751,6,11,17
13757,2,17,19
13759,4,19,23
13763,18,23,11
13781,8,11,19
13789,10,19,29
13799,8,29,7
13807,22,7,29
13829,2,29,1
13831,10,1,11
13841,18,11,29
13859,14,29,13
13873,4,13,17
13877,2,17,19
13879,4,19,23
13883,18,23,11
13901,2,11,13
13903,4,13,17
13907,6,17,23
13913,8,23,1
13921,10,1,11
13931,2,11,13
13933,30,13,13
13963,4,13,17
13967,30,17,17
13997,2,17,19
13999,10,19,29
14009,2,29,1
14011,18,1,19
14029,4,19,23
14033,18,23,11
14051,6,11,17
14057,14,17,1
14071,10,1,11
14081,2,11,13
14083,4,13,17
14087,20,17,7
14107,36,7,13
14143,6,13,19
14149,4,19,23
14153,6,23,29
14159,14,29,13
14173,4,13,17
14177,20,17,7
14197,10,7,17
14207,14,17,1
14221,22,1,23
14243,6,23,29
14249,2,29,1
14251,30,1,1
14281,12,1,13
14293,10,13,23
14303,18,23,11
14321,2,11,13
14323,4,13,17
14327,14,17,1
14341,6,1,7
14347,22,7,29
14369,18,29,17
14387,2,17,19
14389,12,19,1
14401,6,1,7
14407,4,7,11
14411,8,11,19
14419,4,19,23
14423,8,23,1
14431,6,1,7
14437,10,7,17
14447,2,17,19
14449,12,19,1
14461,18,1,19
14479,10,19,29
14489,14,29,13
14503,16,13,29
14519,14,29,13
14533,4,13,17
14537,6,17,23
14543,6,23,29
14549,2,29,1
14551,6,1,7
14557,4,7,11
14561,2,11,13
14563,28,13,11
14591,2,11,13
14593,28,13,11
14621,6,11,17
14627,2,17,19
14629,4,19,23
14633,6,23,29
14639,14,29,13
14653,4,13,17
14657,12,17,29
14669,14,29,13
14683,16,13,29
14699,14,29,13
14713,4,13,17
14717,6,17,23
14723,8,23,1
14731,6,1,7
14737,4,7,11
14741,6,11,17
14747,6,17,23
14753,6,23,29
14759,8,29,7
14767,4,7,11
14771,8,11,19
14779,4,19,23
14783,14,23,7
14797,16,7,23
14813,8,23,1
14821,6,1,7
14827,4,7,11
14831,12,11,23
14843,8,23,1
14851,16,1,17
14867,2,17,19
14869,10,19,29
14879,8,29,7
14887,4,7,11
14891,6,11,17
14897,26,17,13
14923,6,13,19
14929,10,19,29
14939,8,29,7
14947,4,7,11
14951,6,11,17
14957,12,17,29
14969,14,29,13
14983,30,13,13
15013,4,13,17
15017,14,17,1
15031,22,1,23
15053,8,23,1
15061,12,1,13
15073,4,13,17
15077,6,17,23
15083,8,23,1
15091,10,1,11
15101,6,11,17
15107,14,17,1
15121,10,1,11
15131,6,11,17
15137,2,17,19
15139,10,19,29
15149,12,29,11
15161,12,11,23
15173,14,23,7
15187,6,7,13
15193,6,13,19
15199,18,19,7
15217,10,7,17
15227,6,17,23
15233,8,23,1
15241,18,1,19
15259,4,19,23
15263,6,23,29
15269,2,29,1
15271,6,1,7
15277,10,7,17
15287,2,17,19
15289,10,19,29
15299,8,29,7
15307,6,7,13
15313,6,13,19
15319,10,19,29
15329,2,29,1
15331,18,1,19
15349,10,19,29
15359,2,29,1
15361,12,1,13
15373,4,13,17
15377,6,17,23
15383,8,23,1
15391,10,1,11
15401,12,11,23
15413,14,23,7
15427,12,7,19
15439,4,19,23
15443,8,23,1
15451,10,1,11
15461,6,11,17
15467,6,17,23
15473,20,23,13
15493,4,13,17
15497,14,17,1
15511,16,1,17
15527,14,17,1
15541,10,1,11
15551,8,11,19
15559,10,19,29
15569,12,29,11
15581,2,11,13
15583,18,13,1
15601,6,1,7
15607,12,7,19
15619,10,19,29
15629,12,29,11
15641,2,11,13
15643,4,13,17
15647,2,17,19
15649,12,19,1
15661,6,1,7
15667,4,7,11
15671,8,11,19
15679,4,19,23
15683,44,23,7
15727,4,7,11
15731,2,11,13
15733,4,13,17
15737,2,17,19
15739,10,19,29
15749,12,29,11
15761,6,11,17
15767,6,17,23
15773,14,23,7
15787,4,7,11
15791,6,11,17
15797,6,17,23
15803,6,23,29
15809,8,29,7
15817,6,7,13
15823,36,13,19
15859,18,19,7
15877,4,7,11
15881,6,11,17
15887,2,17,19
15889,12,19,1
15901,6,1,7
15907,6,7,13
15913,6,13,19
15919,4,19,23
15923,14,23,7
15937,22,7,29
15959,12,29,11
15971,2,11,13
15973,18,13,1
15991,10,1,11
16001,6,11,17
16007,26,17,13
16033,24,13,7
16057,4,7,11
16061,2,11,13
16063,4,13,17
16067,2,17,19
16069,4,19,23
16073,14,23,7
16087,4,7,11
16091,6,11,17
16097,6,17,23
16103,8,23,1
16111,16,1,17
16127,12,17,29
16139,2,29,1
16141,42,1,13
16183,4,13,17
16187,2,17,19
16189,4,19,23
16193,24,23,17
16217,6,17,23
16223,6,23,29
16229,2,29,1
16231,18,1,19
16249,4,19,23
16253,14,23,7
16267,6,7,13
16273,28,13,11
16301,18,11,29
16319,14,29,13
16333,6,13,19
16339,10,19,29
16349,12,29,11
16361,2,11,13
16363,6,13,19
16369,12,19,1
16381,30,1,1
16411,6,1,7
16417,4,7,11
16421,6,11,17
16427,6,17,23
16433,14,23,7
16447,4,7,11
16451,2,11,13
16453,24,13,7
16477,4,7,11
16481,6,11,17
16487,6,17,23
16493,26,23,19
16519,10,19,29
16529,18,29,17
16547,6,17,23
16553,8,23,1
16561,6,1,7
16567,6,7,13
16573,30,13,13
16603,4,13,17
16607,12,17,29
16619,12,29,11
16631,2,11,13
16633,16,13,29
16649,2,29,1
16651,6,1,7
16657,4,7,11
16661,12,11,23
16673,18,23,11
16691,2,11,13
16693,6,13,19
16699,4,19,23
16703,26,23,19
16729,12,19,1
16741,6,1,7
16747,12,7,19
16759,4,19,23
16763,24,23,17
16787,24,17,11
16811,12,11,23
16823,6,23,29
16829,2,29,1
16831,12,1,13
16843,28,13,11
16871,8,11,19
16879,4,19,23
16883,6,23,29
16889,12,29,11
16901,2,11,13
16903,18,13,1
16921,6,1,7
16927,4,7,11
16931,6,11,17
16937,6,17,23
16943,20,23,13
16963,16,13,29
16979,2,29,1
16981,6,1,7
16987,6,7,13
16993,18,13,1
17011,10,1,11
17021,6,11,17
17027,2,17,19
17029,4,19,23
17033,8,23,1
17041,6,1,7
17047,6,7,13
17053,24,13,7
17077,16,7,23
17093,6,23,29
17099,8,29,7
17107,10,7,17
17117,6,17,23
17123,14,23,7
17137,22,7,29
17159,8,29,7
17167,16,7,23
17183,6,23,29
17189,2,29,1
17191,12,1,13
17203,4,13,17
17207,2,17,19
17209,22,19,11
17231,8,11,19
17239,18,19,7
17257,34,7,11
17291,2,11,13
17293,6,13,19
17299,18,19,7
17317,4,7,11
17321,6,11,17
17327,6,17,23
17333,8,23,1
17341,10,1,11
17351,8,11,19
17359,18,19,7
17377,6,7,13
17383,4,13,17
17387,2,17,19
17389,4,19,23
17393,8,23,1
17401,16,1,17
17417,2,17,19
17419,12,19,1
17431,12,1,13
17443,6,13,19
17449,18,19,7
17467,4,7,11
17471,6,11,17
17477,6,17,23
17483,6,23,29
17489,2,29,1
17491,6,1,7
17497,12,7,19
17509,10,19,29
17519,20,29,19
17539,12,19,1
17551,18,1,19
17569,4,19,23
17573,6,23,29
17579,2,29,1
17581,16,1,17
17597,2,17,19
17599,10,19,29
17609,14,29,13
17623,4,13,17
17627,30,17,17
17657,2,17,19
17659,10,19,29
17669,12,29,11
17681,2,11,13
17683,24,13,7
17707,6,7,13
17713,16,13,29
17729,8,29,7
17737,10,7,17
17747,2,17,19
17749,12,19,1
17761,22,1,23
17783,6,23,29
17789,2,29,1
17791,16,1,17
17807,20,17,7
17827,10,7,17
17837,2,17,19
17839,12,19,1
17851,12,1,13
17863,18,13,1
17881,10,1,11
17891,12,11,23
17903,6,23,29
17909,2,29,1
17911,10,1,11
17921,2,11,13
17923,6,13,19
17929,10,19,29
17939,18,29,17
17957,2,17,19
17959,12,19,1
17971,6,1,7
17977,4,7,11
17981,6,11,17
17987,2,17,19
17989,24,19,13
18013,28,13,11
18041,2,11,13
18043,4,13,17
18047,2,17,19
18049,10,19,29
18059,2,29,1
18061,16,1,17
18077,12,17,29
18089,8,29,7
18097,22,7,29
18119,2,29,1
18121,6,1,7
18127,4,7,11
18131,2,11,13
18133,10,13,23
18143,6,23,29
18149,20,29,19
18169,12,19,1
18181,10,1,11
18191,8,11,19
18199,12,19,1
18211,6,1,7
18217,6,7,13
18223,6,13,19
18229,4,19,23
18233,18,23,11
18251,2,11,13
18253,4,13,17
18257,12,17,29
18269,18,29,17
18287,2,17,19
18289,12,19,1
18301,6,1,7
18307,4,7,11
18311,2,11,13
18313,16,13,29
18329,12,29,11
18341,12,11,23
18353,14,23,7
18367,4,7,11
18371,8,11,19
18379,18,19,7
18397,4,7,11
18401,12,11,23
18413,14,23,7
18427,6,7,13
18433,6,13,19
18439,4,19,23
18443,8,23,1
18451,6,1,7
18457,4,7,11
18461,20,11,1
18481,12,1,13
18493,10,13,23
18503,14,23,7
18517,4,7,11
18521,2,11,13
18523,16,13,29
18539,2,29,1
18541,12,1,13
18553,30,13,13
18583,4,13,17
18587,6,17,23
18593,24,23,17
18617,20,17,7
18637,24,7,1
18661,10,1,11
18671,8,11,19
18679,12,19,1
18691,10,1,11
18701,12,11,23
18713,6,23,29
18719,12,29,11
18731,12,11,23
18743,6,23,29
18749,8,29,7
18757,16,7,23
18773,14,23,7
18787,6,7,13
18793,4,13,17
18797,6,17,23
18803,36,23,29
18839,20,29,19
18859,10,19,29
18869,30,29,29
18899,12,29,11
18911,2,11,13
18913,4,13,17
18917,2,17,19
18919,28,19,17
18947,12,17,29
18959,14,29,13
18973,6,13,19
18979,22,19,11
19001,8,11,19
19009,4,19,23
19013,18,23,11
19031,6,11,17
19037,14,17,1
19051,18,1,19
19069,4,19,23
19073,6,23,29
19079,2,29,1
19081,6,1,7
19087,34,7,11
19121,18,11,29
19139,2,29,1
19141,16,1,17
19157,6,17,23
19163,18,23,11
19181,2,11,13
19183,24,13,7
19207,4,7,11
19211,2,11,13
19213,6,13,19
19219,12,19,1
19231,6,1,7
19237,12,7,19
19249,10,19,29
19259,8,29,7
19267,6,7,13
19273,16,13,29
19289,12,29,11
19301,8,11,19
19309,10,19,29
19319,14,29,13
19333,40,13,23
19373,6,23,29
19379,2,29,1
19381,6,1,7
19387,4,7,11
19391,12,11,23
19403,14,23,7
19417,4,7,11
19421,2,11,13
19423,4,13,17
19427,2,17,19
19429,4,19,23
19433,8,23,1
19441,6,1,7
19447,10,7,17
19457,6,17,23
19463,6,23,29
19469,2,29,1
19471,6,1,7
19477,6,7,13
19483,6,13,19
19489,12,19,1
19501,6,1,7
19507,24,7,1
19531,10,1,11
19541,2,11,13
19543,10,13,23
19553,6,23,29
19559,12,29,11
19571,6,11,17
19577,6,17,23
19583,14,23,7
19597,6,7,13
19603,6,13,19
19609,52,19,11
19661,20,11,1
19681,6,1,7
19687,10,7,17
19697,2,17,19
19699,10,19,29
19709,8,29,7
19717,10,7,17
19727,12,17,29
19739,12,29,11
19751,2,11,13
19753,6,13,19
19759,4,19,23
19763,14,23,7
19777,16,7,23
19793,8,23,1
19801,12,1,13
19813,6,13,19
19819,22,19,11
19841,2,11,13
19843,10,13,23
19853,8,23,1
19861,6,1,7
19867,22,7,29
19889,2,29,1
19891,22,1,23
19913,6,23,29
19919,8,29,7
19927,10,7,17
19937,12,17,29
19949,12,29,11
19961,2,11,13
19963,10,13,23
19973,6,23,29
19979,12,29,11
19991,2,11,13
19993,4,13,17
19997,14,17,1
20011,10,1,11
20021,2,11,13
20023,6,13,19
20029,18,19,7
20047,4,7,11
20051,12,11,23
20063,8,23,1
20071,18,1,19
20089,12,19,1
20101,6,1,7
20107,6,7,13
20113,4,13,17
20117,6,17,23
20123,6,23,29
20129,14,29,13
20143,4,13,17
20147,2,17,19
20149,12,19,1
20161,12,1,13
20173,4,13,17
20177,6,17,23
20183,18,23,11
20201,18,11,29
20219,12,29,11
20231,2,11,13
20233,16,13,29
20249,12,29,11
20261,8,11,19
20269,18,19,7
20287,10,7,17
20297,26,17,13
20323,4,13,17
20327,6,17,23
20333,8,23,1
20341,6,1,7
20347,6,7,13
20353,4,13,17
20357,2,17,19
20359,10,19,29
20369,20,29,19
20389,4,19,23
20393,6,23,29
20399,8,29,7
20407,4,7,11
20411,20,11,1
20431,10,1,11
20441,2,11,13
20443,34,13,17
20477,2,17,19
20479,4,19,23
20483,24,23,17
20507,2,17,19
20509,12,19,1
20521,12,1,13
20533,10,13,23
20543,6,23,29
20549,2,29,1
20551,12,1,13
20563,30,13,13
20593,6,13,19
20599,12,19,1
20611,16,1,17
20627,12,17,29
20639,2,29,1
20641,22,1,23
20663,18,23,11
20681,12,11,23
20693,14,23,7
20707,10,7,17
20717,2,17,19
20719,12,19,1
20731,12,1,13
20743,4,13,17
20747,2,17,19
20749,4,19,23
20753,6,23,29
20759,12,29,11
20771,2,11,13
20773,16,13,29
20789,18,29,17
20807,2,17,19
20809,40,19,29
20849,8,29,7
20857,16,7,23
20873,6,23,29
20879,8,29,7
20887,10,7,17
20897,2,17,19
20899,4,19,23
20903,18,23,11
20921,8,11,19
20929,10,19,29
20939,8,29,7
20947,12,7,19
20959,4,19,23
20963,18,23,11
20981,2,11,13
20983,18,13,1
21001,10,1,11
21011,2,11,13
21013,4,13,17
21017,2,17,19
21019,4,19,23
21023,8,23,1
21031,28,1,29
21059,2,29,1
21061,6,1,7
21067,22,7,29
21089,12,29,11
21101,6,11,17
21107,14,17,1
21121,18,1,19
21139,4,19,23
21143,6,23,29
21149,8,29,7
21157,6,7,13
21163,6,13,19
21169,10,19,29
21179,8,29,7
21187,4,7,11
21191,2,11,13
21193,18,13,1
21211,10,1,11
21221,6,11,17
21227,20,17,7
21247,22,7,29
21269,8,29,7
21277,6,7,13
21283,30,13,13
21313,4,13,17
21317,2,17,19
21319,4,19,23
21323,18,23,11
21341,6,11,17
21347,30,17,17
21377,2,17,19
21379,4,19,23
21383,8,23,1
21391,6,1,7
21397,4,7,11
21401,6,11,17
21407,12,17,29
21419,14,29,13
21433,34,13,17
21467,14,17,1
21481,6,1,7
21487,4,7,11
21491,2,11,13
21493,6,13,19
21499,4,19,23
21503,14,23,7
21517,4,7,11
21521,2,11,13
21523,6,13,19
21529,28,19,17
21557,2,17,19
21559,4,19,23
21563,6,23,29
21569,8,29,7
21577,10,7,17
21587,2,17,19
21589,10,19,29
21599,2,29,1
21601,10,1,11
21611,2,11,13
21613,4,13,17
21617,30,17,17
21647,2,17,19
21649,12,19,1
21661,12,1,13
21673,10,13,23
21683,18,23,11
21701,12,11,23
21713,14,23,7
21727,10,7,17
21737,2,17,19
21739,12,19,1
21751,6,1,7
21757,10,7,17
21767,6,17,23
21773,14,23,7
21787,12,7,19
21799,4,19,23
21803,14,23,7
21817,4,7,11
21821,18,11,29
21839,2,29,1
21841,10,1,11
21851,8,11,19
21859,4,19,23
21863,8,23,1
21871,10,1,11
21881,12,11,23
21893,18,23,11
21911,18,11,29
21929,8,29,7
21937,6,7,13
21943,18,13,1
21961,16,1,17
21977,14,17,1
21991,6,1,7
21997,6,7,13
22003,10,13,23
22013,14,23,7
22027,4,7,11
22031,6,11,17
22037,2,17,19
22039,12,19,1
22051,12,1,13
22063,4,13,17
22067,6,17,23
22073,6,23,29
22079,12,29,11
22091,2,11,13
22093,16,13,29
22109,2,29,1
22111,12,1,13
22123,6,13,19
22129,4,19,23
22133,14,23,7
22147,6,7,13
22153,4,13,17
22157,2,17,19
22159,12,19,1
22171,18,1,19
22189,4,19,23
22193,36,23,29
22229,18,29,17
22247,12,17,29
22259,12,29,11
22271,2,11,13
22273,4,13,17
22277,2,17,19
22279,4,19,23
22283,8,23,1
22291,12,1,13
22303,4,13,17
22307,36,17,23
22343,6,23,29
22349,18,29,17
22367,2,17,19
22369,12,19,1
22381,10,1,11
22391,6,11,17
22397,12,17,29
22409,24,29,23
22433,8,23,1
22441,6,1,7
22447,6,7,13
22453,16,13,29
22469,12,29,11
22481,2,11,13
22483,18,13,1
22501,10,1,11
22511,20,11,1
22531,10,1,11
22541,2,11,13
22543,6,13,19
22549,18,19,7
22567,4,7,11
22571,2,11,13
22573,40,13,23
22613,6,23,29
22619,2,29,1
22621,16,1,17
22637,2,17,19
22639,4,19,23
22643,8,23,1
22651,18,1,19
22669,10,19,29
22679,12,29,11
22691,6,11,17
22697,2,17,19
22699,10,19,29
22709,8,29,7
22717,4,7,11
22721,6,11,17
22727,12,17,29
22739,2,29,1
22741,10,1,11
22751,18,11,29
22769,8,29,7
22777,6,7,13
22783,4,13,17
22787,20,17,7
22807,4,7,11
22811,6,11,17
22817,36,17,23
22853,6,23,29
22859,2,29,1
22861,10,1,11
22871,6,11,17
22877,24,17,11
22901,6,11,17
22907,14,17,1
22921,16,1,17
22937,6,17,23
22943,18,23,11
22961,2,11,13
22963,10,13,23
22973,20,23,13
22993,10,13,23
23003,8,23,1
23011,6,1,7
23017,4,7,11
23021,6,11,17
23027,2,17,19
23029,10,19,29
23039,2,29,1
23041,12,1,13
23053,4,13,17
23057,2,17,19
23059,4,19,23
23063,8,23,1
23071,10,1,11
23081,6,11,17
23087,12,17,29
23099,18,29,17
23117,14,17,1
23131,12,1,13
23143,16,13,29
23159,8,29,7
23167,6,7,13
23173,16,13,29
23189,8,29,7
23197,4,7,11
23201,2,11,13
23203,6,13,19
23209,18,19,7
23227,24,7,1
23251,18,1,19
23269,10,19,29
23279,12,29,11
23291,2,11,13
23293,4,13,17
23297,14,17,1
23311,10,1,11
23321,6,11,17
23327,6,17,23
23333,6,23,29
23339,18,29,17
23357,12,17,29
23369,2,29,1
23371,28,1,29
23399,18,29,17
23417,14,17,1
23431,16,1,17
23447,12,17,29
23459,14,29,13
23473,24,13,7
23497,12,7,19
23509,22,19,11
23531,6,11,17
23537,2,17,19
23539,10,19,29
23549,8,29,7
23557,4,7,11
23561,2,11,13
23563,4,13,17
23567,14,17,1
23581,12,1,13
23593,6,13,19
23599,4,19,23
23603,6,23,29
23609,14,29,13
23623,4,13,17
23627,2,17,19
23629,4,19,23
23633,30,23,23
23663,6,23,29
23669,2,29,1
23671,6,1,7
23677,10,7,17
23687,2,17,19
23689,30,19,19
23719,22,19,11
23741,2,11,13
23743,4,13,17
23747,6,17,23
23753,8,23,1
23761,6,1,7
23767,6,7,13
23773,16,13,29
23789,12,29,11
23801,12,11,23
23813,6,23,29
23819,8,29,7
23827,4,7,11
23831,2,11,13
23833,24,13,7
23857,12,7,19
23869,4,19,23
23873,6,23,29
23879,8,29,7
23887,6,7,13
23893,6,13,19
23899,10,19,29
23909,2,29,1
23911,6,1,7
23917,12,7,19
23929,28,19,17
23957,14,17,1
23971,6,1,7
23977,4,7,11
23981,12,11,23
23993,8,23,1
24001,6,1,7
24007,12,7,19
24019,4,19,23
24023,6,23,29
24029,14,29,13
24043,6,13,19
24049,12,19,1
24061,10,1,11
24071,6,11,17
24077,6,17,23
24083,8,23,1
24091,6,1,7
24097,6,7,13
24103,4,13,17
24107,2,17,19
24109,4,19,23
24113,8,23,1
24121,12,1,13
24133,4,13,17
24137,14,17,1
24151,18,1,19
24169,10,19,29
24179,2,29,1
24181,16,1,17
24197,6,17,23
24203,20,23,13
24223,6,13,19
24229,10,19,29
24239,8,29,7
24247,4,7,11
24251,30,11,11
24281,36,11,17
24317,12,17,29
24329,8,29,7
24337,22,7,29
24359,12,29,11
24371,2,11,13
24373,6,13,19
24379,12,19,1
24391,16,1,17
24407,6,17,23
24413,6,23,29
24419,2,29,1
24421,18,1,19
24439,4,19,23
24443,26,23,19
24469,4,19,23
24473,8,23,1
24481,18,1,19
24499,10,19,29
24509,8,29,7
24517,10,7,17
24527,6,17,23
24533,14,23,7
24547,4,7,11
24551,20,11,1
24571,22,1,23
24593,18,23,11
24611,12,11,23
24623,8,23,1
24631,28,1,29
24659,12,29,11
24671,6,11,17
24677,6,17,23
24683,8,23,1
24691,6,1,7
24697,12,7,19
24709,24,19,13
24733,16,13,29
24749,14,29,13
24763,4,13,17
24767,14,17,1
24781,12,1,13
24793,6,13,19
24799,10,19,29
24809,12,29,11
24821,20,11,1
24841,6,1,7
24847,4,7,11
24851,8,11,19
24859,18,19,7
24877,12,7,19
24889,18,19,7
24907,10,7,17
24917,2,17,19
24919,4,19,23
24923,20,23,13
24943,10,13,23
24953,14,23,7
24967,4,7,11
24971,6,11,17
24977,2,17,19
24979,10,19,29
24989,24,29,23
25013,18,23,11
25031,2,11,13
25033,4,13,17
25037,20,17,7
25057,16,7,23
25073,14,23,7
25087,10,7,17
25097,14,17,1
25111,6,1,7
25117,4,7,11
25121,6,11,17
25127,20,17,7
25147,6,7,13
25153,10,13,23
25163,6,23,29
25169,2,29,1
25171,12,1,13
25183,6,13,19
25189,30,19,19
25219,10,19,29
25229,8,29,7
25237,6,7,13
25243,4,13,17
25247,6,17,23
25253,8,23,1
25261,40,1,11
25301,2,11,13
25303,4,13,17
25307,2,17,19
25309,12,19,1
25321,18,1,19
25339,4,19,23
25343,6,23,29
25349,8,29,7
25357,10,7,17
25367,6,17,23
25373,18,23,11
25391,18,11,29
25409,2,29,1
25411,12,1,13
25423,16,13,29
25439,8,29,7
25447,6,7,13
25453,4,13,17
25457,6,17,23
25463,6,23,29
25469,2,29,1
25471,52,1,23
25523,14,23,7
25537,4,7,11
25541,20,11,1
25561,16,1,17
25577,2,17,19
25579,4,19,23
25583,6,23,29
25589,12,29,11
25601,2,11,13
25603,6,13,19
25609,12,19,1
25621,12,1,13
25633,6,13,19
25639,4,19,23
25643,14,23,7
25657,10,7,17
25667,6,17,23
25673,6,23,29
25679,14,29,13
25693,10,13,23
25703,14,23,7
25717,16,7,23
25733,8,23,1
25741,6,1,7
25747,12,7,19
25759,4,19,23
25763,8,23,1
25771,22,1,23
25793,6,23,29
25799,2,29,1
25801,18,1,19
25819,22,19,11
25841,6,11,17
25847,2,17,19
25849,18,19,7
25867,6,7,13
25873,16,13,29
25889,14,29,13
25903,10,13,23
25913,6,23,29
25919,12,29,11
25931,2,11,13
25933,6,13,19
25939,4,19,23
25943,8,23,1
25951,18,1,19
25969,12,19,1
25981,16,1,17
25997,2,17,19
25999,4,19,23
26003,14,23,7
26017,4,7,11
26021,8,11,19
26029,12,19,1
26041,12,1,13
26053,30,13,13
26083,16,13,29
26099,8,29,7
26107,4,7,11
26111,2,11,13
26113,6,13,19
26119,22,19,11
26141,12,11,23
26153,8,23,1
26161,10,1,11
26171,6,11,17
26177,6,17,23
26183,6,23,29
26189,14,29,13
26203,6,13,19
26209,18,19,7
26227,10,7,17
26237,12,17,29
26249,2,29,1
26251,10,1,11
26261,2,11,13
26263,4,13,17
26267,26,17,13
26293,4,13,17
26297,12,17,29
26309,8,29,7
26317,4,7,11
26321,18,11,29
26339,8,29,7
26347,10,7,17
26357,14,17,1
26371,16,1,17
26387,6,17,23
26393,6,23,29
26399,8,29,7
26407,10,7,17
26417,6,17,23
26423,8,23,1
26431,6,1,7
26437,12,7,19
26449,10,19,29
26459,20,29,19
26479,10,19,29
26489,8,29,7
26497,4,7,11
26501,12,11,23
26513,26,23,19
26539,18,19,7
26557,4,7,11
26561,12,11,23
26573,18,23,11
26591,6,11,17
26597,30,17,17
26627,6,17,23
26633,8,23,1
26641,6,1,7
26647,22,7,29
26669,12,29,11
26681,2,11,13
26683,4,13,17
26687,6,17,23
26693,6,23,29
26699,2,29,1
26701,10,1,11
26711,2,11,13
26713,4,13,17
26717,6,17,23
26723,6,23,29
26729,2,29,1
26731,6,1,7
26737,22,7,29
26759,18,29,17
26777,6,17,23
26783,18,23,11
26801,12,11,23
26813,8,23,1
26821,12,1,13
26833,6,13,19
26839,10,19,29
26849,12,29,11
26861,2,11,13
26863,16,13,29
26879,2,29,1
26881,10,1,11
26891,2,11,13
26893,10,13,23
26903,18,23,11
26921,6,11,17
26927,20,17,7
26947,4,7,11
26951,2,11,13
26953,6,13,19
26959,22,19,11
26981,6,11,17
26987,6,17,23
26993,18,23,11
27011,6,11,17
27017,14,17,1
27031,12,1,13
27043,16,13,29
27059,2,29,1
27061,6,1,7
27067,6,7,13
27073,4,13,17
27077,14,17,1
27091,12,1,13
27103,4,13,17
27107,2,17,19
27109,18,19,7
27127,16,7,23
27143,36,23,29
27179,12,29,11
27191,6,11,17
27197,14,17,1
27211,28,1,29
27239,2,29,1
27241,12,1,13
27253,6,13,19
27259,12,19,1
27271,6,1,7
27277,4,7,11
27281,2,11,13
27283,16,13,29
27299,30,29,29
27329,8,29,7
27337,24,7,1
27361,6,1,7
27367,30,7,7
27397,10,7,17
27407,2,17,19
27409,18,19,7
27427,4,7,11
27431,6,11,17
27437,12,17,29
27449,8,29,7
27457,22,7,29
27479,2,29,1
27481,6,1,7
27487,22,7,29
27509,18,29,17
27527,2,17,19
27529,10,19,29
27539,2,29,1
27541,10,1,11
27551,30,11,11
27581,2,11,13
27583,28,13,11
27611,6,11,17
27617,14,17,1
27631,16,1,17
27647,6,17,23
27653,20,23,13
27673,16,13,29
27689,2,29,1
27691,6,1,7
27697,4,7,11
27701,32,11,13
27733,4,13,17
27737,2,17,19
27739,4,19,23
27743,6,23,29
27749,2,29,1
27751,12,1,13
27763,4,13,17
27767,6,17,23
27773,6,23,29
27779,12,29,11
27791,2,11,13
27793,6,13,19
27799,4,19,23
27803,6,23,29
27809,8,29,7
27817,6,7,13
27823,4,13,17
27827,20,17,7
27847,4,7,11
27851,32,11,13
27883,10,13,23
27893,8,23,1
27901,16,1,17
27917,2,17,19
27919,22,19,11
27941,2,11,13
27943,4,13,17
27947,6,17,23
27953,8,23,1
27961,6,1,7
27967,16,7,23
27983,14,23,7
27997,4,7,11
28001,18,11,29
28019,8,29,7
28027,4,7,11
28031,20,11,1
28051,6,1,7
28057,12,7,19
28069,12,19,1
28081,6,1,7
28087,10,7,17
28097,2,17,19
28099,10,19,29
28109,2,29,1
28111,12,1,13
28123,28,13,11
28151,12,11,23
28163,18,23,11
28181,2,11,13
28183,18,13,1
28201,10,1,11
28211,8,11,19
28219,10,19,29
28229,48,29,17
28277,2,17,19
28279,4,19,23
28283,6,23,29
28289,8,29,7
28297,10,7,17
28307,2,17,19
28309,10,19,29
28319,30,29,29
28349,2,29,1
28351,36,1,7
28387,6,7,13
28393,10,13,23
28403,6,23,29
28409,2,29,1
28411,18,1,19
28429,4,19,23
28433,6,23,29
28439,8,29,7
28447,16,7,23
28463,14,23,7
28477,16,7,23
28493,6,23,29
28499,14,29,13
28513,4,13,17
28517,20,17,7
28537,4,7,11
28541,6,11,17
28547,2,17,19
28549,10,19,29
28559,12,29,11
28571,2,11,13
28573,6,13,19
28579,12,19,1
28591,6,1,7
28597,6,7,13
28603,4,13,17
28607,12,17,29
28619,2,29,1
28621,6,1,7
28627,4,7,11
28631,12,11,23
28643,6,23,29
28649,8,29,7
28657,4,7,11
28661,2,11,13
